Dates,Open rates,Max Rates,Min Rates
21-04-2015,"11,4800","11,8800","10,8500"
22-04-2015,"11,4400","11,4400","10,9000"
23-04-2015,"10,9000","11,1000","10,6600"
24-04-2015,"10,7000","10,7000","10,6500"
27-04-2015,"10,6500","10,8900","10,5000"
28-04-2015,"10,8000","10,8000","10,2100"
29-04-2015,"10,3000","10,5500","10,2200"
30-04-2015,"10,2600","10,5400","10,2600"
04-05-2015,"10,6800","10,9000","10,5800"
05-05-2015,"10,8600","11,0000","10,6500"
06-05-2015,"10,6500","10,9800","10,6200"
07-05-2015,"10,9800","10,9800","10,6800"
08-05-2015,"10,9500","10,9500","10,7500"
11-05-2015,"10,9500","10,9500","10,6700"
12-05-2015,"10,9000","11,0000","10,6900"
13-05-2015,"10,8000","10,8000","10,4000"
14-05-2015,"10,4100","10,6500","9,5700"
15-05-2015,"10,3700","10,3700","9,4700"
18-05-2015,"9,5100","9,5100","9,2100"
19-05-2015,"9,4000","9,4000","9,0600"
20-05-2015,"9,1500","9,9000","9,1500"
21-05-2015,"9,8000","10,4200","9,7000"
22-05-2015,"10,1000","10,3000","9,9100"
25-05-2015,"10,0000","10,1000","9,6600"
26-05-2015,"9,8000","9,9500","9,8000"
27-05-2015,"9,7600","10,0000","9,7000"
28-05-2015,"9,9000","10,7000","9,9000"
29-05-2015,"10,6900","10,8200","10,4200"
01-06-2015,"10,5000","11,1500","10,5000"
02-06-2015,"11,2000","11,3000","10,7500"
03-06-2015,"11,0000","11,1500","10,7700"
05-06-2015,"11,0500","11,3000","11,0000"
08-06-2015,"11,2000","11,2500","10,6700"
09-06-2015,"10,8000","10,9500","9,8200"
10-06-2015,"10,1000","10,1400","9,1000"
11-06-2015,"10,0000","10,4900","10,0000"
12-06-2015,"10,2000","10,3100","10,2000"
15-06-2015,"10,1300","10,3900","9,7800"
16-06-2015,"10,2000","10,2900","10,1000"
17-06-2015,"10,2000","10,2700","9,8600"
18-06-2015,"10,2400","10,2400","9,7800"
19-06-2015,"10,0000","10,0000","9,6600"
22-06-2015,"9,8800","9,8900","9,7000"
23-06-2015,"9,9200","10,2500","9,9200"
24-06-2015,"10,2000","10,2900","10,0000"
25-06-2015,"10,1900","10,1900","10,0000"
26-06-2015,"10,1700","10,1700","10,0000"
29-06-2015,"9,6700","10,1400","9,6000"
30-06-2015,"10,1000","10,6600","10,1000"
01-07-2015,"10,5800","10,6400","10,5400"
02-07-2015,"10,6900","10,6900","10,3400"
03-07-2015,"10,2100","10,3000","9,8000"
06-07-2015,"10,0000","10,4900","10,0000"
07-07-2015,"10,4700","10,6000","10,2000"
08-07-2015,"10,1600","10,4900","10,0000"
